vinregex,year,makemodel,vinchar1,vinchar2,vinchar3,vinchar4,vinchar5,vinchar6,vinchar7,vinchar8,vinchar9,vinchar10,vinchar11,vinchar12,vinchar13,vinchar14,vinchar15,vinchar16,vinchar17,make,model
5FNRL5H62EB133890,2014,HONDA ODYSSEY EXL,5,15,23,27,21,5,17,6,2,14,11,1,3,3,8,9,0,HONDA,ODYSSEY
1N4AZ0CP8FC316391,2015,NISSAN LEAF S,1,23,4,10,35,0,12,25,8,15,12,3,1,6,3,9,1,NISSAN,LEAF
19XFB2F54FE120032,2015,HONDA CIVIC LX,1,9,33,15,11,2,15,5,4,15,14,1,2,0,0,3,2,HONDA,CIVIC
1FADP5AU3FL108864,2015,FORD CMAX HYBRID SE,1,15,10,13,25,5,10,30,3,15,21,1,0,8,8,6,4,FORD,CMAX
4T1BF1FKXGU165641,2016,TOYOTA CAMRY SE WSPECIAL EDITION PKG,4,29,1,11,15,1,15,20,33,16,30,1,6,5,6,4,1,TOYOTA,CAMRY
KL4CJASB9JB687669,2018,BUICK ENCORE PREFERRED,20,21,4,12,19,10,28,11,9,19,11,6,8,7,6,6,9,BUICK,ENCORE
5N1AZ2MH0FN257334,2015,NISSAN MURANO PLATINUM,5,23,1,10,35,2,22,17,0,15,23,2,5,7,3,3,4,NISSAN,MURANO
1G1FW6S06H4145288,2017,CHEVROLET BOLT EV LT,1,16,1,15,32,6,28,0,6,17,4,1,4,5,2,8,8,CHEVROLET,BOLT
1GKS1CKJ4GR239266,2016,GMC YUKON DENALI,1,16,20,28,1,12,20,19,4,16,27,2,3,9,2,6,6,GMC,YUKON
5N1AL0MM6DC314261,2013,INFINITI JX35 BASE,5,23,1,10,21,0,22,22,6,13,12,3,1,4,2,6,1,INFINITI,JX35
2G1FK1EJ9E9260057,2014,CHEVROLET CAMARO 2SS,2,16,1,15,20,1,14,19,9,14,9,2,6,0,0,5,7,CHEVROLET,CAMARO
WBA4W5C52KAE50928,2019,BMW 430 I XDRIVE,32,11,10,4,32,5,12,5,2,20,10,14,5,0,9,2,8,BMW,430
3GCEK23C39G107621,2009,CHEVROLET SILVERADO 1500 LT CREW CAB,3,16,12,14,20,2,3,12,3,9,16,1,0,7,6,2,1,CHEVROLET,SILVERADO
3CZRM3H54DG704744,2013,HONDA CRV EX,3,12,35,27,22,3,17,5,4,13,16,7,0,4,7,4,4,HONDA,CRV
1FMJU1JT9HEA39655,2017,FORD EXPEDITION XLT,1,15,22,19,30,1,19,29,9,17,14,10,3,9,6,5,5,FORD,EXPEDITION
JN8AT2MTXHW151792,2017,NISSAN ROGUE SV,19,23,8,10,29,2,22,29,33,17,32,1,5,1,7,9,2,NISSAN,ROGUE
5FNYF5H52KB015215,2019,HONDA PILOT EXL,5,15,23,34,15,5,17,5,2,20,11,0,1,5,2,1,5,HONDA,PILOT
2G1FK1EJ7A9150747,2010,CHEVROLET CAMARO 2SS,2,16,1,15,20,1,14,19,7,10,9,1,5,0,7,4,7,CHEVROLET,CAMARO
W04GY5GV3B1058410,2011,BUICK REGAL CXL TURBO,32,0,4,16,34,5,16,31,3,11,1,0,5,8,4,1,0,BUICK,REGAL
JN8AT2MVXHW253949,2017,NISSAN ROGUE S,19,23,8,10,29,2,22,31,33,17,32,2,5,3,9,4,9,NISSAN,ROGUE
1HGCV2F97JA004477,2018,HONDA ACCORD TOURING 20T,1,17,16,12,31,2,15,9,7,19,10,0,0,4,4,7,7,HONDA,ACCORD
5N1AT2MV8KC729020,2019,NISSAN ROGUE SV,5,23,1,10,29,2,22,31,8,20,12,7,2,9,0,2,0,NISSAN,ROGUE
5FNYF6H59KB038903,2019,HONDA PILOT EXL,5,15,23,34,15,6,17,5,9,20,11,0,3,8,9,0,3,HONDA,PILOT
1FTFX1E40KKC03341,2019,FORD F150 XLT,1,15,29,15,33,1,14,4,0,20,20,12,0,3,3,4,1,FORD,F150
5NPDH4AE1DH351178,2013,HYUNDAI ELANTRA GLS,5,23,25,13,17,4,10,14,1,13,17,3,5,1,1,7,8,HYUNDAI,ELANTRA
1N4AA6AP7HC422718,2017,NISSAN MAXIMA 35 SV,1,23,4,10,10,6,10,25,7,17,12,4,2,2,7,1,8,NISSAN,MAXIMA
3GCUKSEC4JG603279,2018,CHEVROLET SILVERADO 1500 LTZ,3,16,12,30,20,28,14,12,4,19,16,6,0,3,2,7,9,CHEVROLET,SILVERADO
1GYS4KKJ0JR381256,2018,CADILLAC ESCALADE ESV PLATINUM,1,16,34,28,4,20,20,19,0,19,27,3,8,1,2,5,6,CADILLAC,ESCALADE
4T1BZ1FB9KU019439,2019,TOYOTA AVALON LIMITED,4,29,1,11,35,1,15,11,9,20,30,0,1,9,4,3,9,TOYOTA,AVALON
1FMCU0HDXKUA32017,2019,FORD ESCAPE SEL,1,15,22,12,30,0,17,13,33,20,30,10,3,2,0,1,7,FORD,ESCAPE
3GTP2XE25BG319016,2011,GMC SIERRA 1500 DENALI,3,16,29,25,2,33,14,2,5,11,16,3,1,9,0,1,6,GMC,SIERRA
WDDSJ4EB0EN058066,2014,MERCEDESBENZ CLA 250,32,13,13,28,19,4,14,11,0,14,23,0,5,8,0,6,6,MERCEDESBENZ,CLA
1HGCV1F36JA037363,2018,HONDA ACCORD SPORT,1,17,16,12,31,1,15,3,6,19,10,0,3,7,3,6,3,HONDA,ACCORD
2FMHK6D82HBA02774,2017,FORD FLEX LIMITED,2,15,22,17,20,6,13,8,2,17,11,10,0,2,7,7,4,FORD,FLEX
1C4RJFBG3JC154848,2018,JEEP GRAND CHEROKEE LIMITED,1,12,4,27,19,15,11,16,3,19,12,1,5,4,8,4,8,JEEP,GRAND
3VWRM71K69M155955,2009,VOLKSWAGEN JETTA SEL,3,31,32,27,22,7,1,20,6,9,22,1,5,5,9,5,5,VOLKSWAGEN,JETTA
5TFDW5F18KX797153,2019,TOYOTA TUNDRA SR5,5,29,15,13,32,5,15,1,8,20,33,7,9,7,1,5,3,TOYOTA,TUNDRA
4T1B11HK4KU703061,2019,TOYOTA CAMRY XLE,4,29,1,11,1,1,17,20,4,20,30,7,0,3,0,6,1,TOYOTA,CAMRY
2C4RDGBG0JR304211,2018,DODGE GRAND CARAVAN SE,2,12,4,27,13,16,11,16,0,19,27,3,0,4,2,1,1,DODGE,GRAND
4S4BSAKC1J3332072,2018,SUBARU OUTBACK 25I LIMITED,4,28,4,11,28,10,20,12,1,19,3,3,3,2,0,7,2,SUBARU,OUTBACK
5NPEB4AC4DH648949,2013,HYUNDAI SONATA GLS,5,23,25,14,11,4,10,12,4,13,17,6,4,8,9,4,9,HYUNDAI,SONATA
1GKS1CE01CR119521,2012,GMC YUKON SLT,1,16,20,28,1,12,14,0,1,12,27,1,1,9,5,2,1,GMC,YUKON
1G1PF5SCXC7316205,2012,CHEVROLET CRUZE 1LT,1,16,1,25,15,5,28,12,33,12,7,3,1,6,2,0,5,CHEVROLET,CRUZE
1C6RR6FT3FS659163,2015,RAM 1500 TRADESMANEXPRESS,1,12,6,27,27,6,15,29,3,15,28,6,5,9,1,6,3,RAM,1500
SALWR2RK0KA818219,2019,LANDROVER RANGE ROVER SPORT HSE TD6,28,10,21,32,27,2,27,20,0,20,10,8,1,8,2,1,9,LANDROVER,RANGE
WAUA7GFF8G1012354,2016,AUDI A3 18T PREMIUM,32,10,30,10,7,16,15,15,8,16,1,0,1,2,3,5,4,AUDI,A3
ZACCJABT9FPB47847,2015,JEEP RENEGADE LATITUDE,35,10,12,12,19,10,11,29,9,15,25,11,4,7,8,4,7,JEEP,RENEGADE
1N4BL2EP4BC135359,2011,NISSAN ALTIMA 35 SR,1,23,4,11,21,2,14,25,4,11,12,1,3,5,3,5,9,NISSAN,ALTIMA
3VWFD7AT6JM714713,2018,VOLKSWAGEN BEETLE 20T S,3,31,32,15,13,7,10,29,6,19,22,7,1,4,7,1,3,VOLKSWAGEN,BEETLE
JNKCV64E99M607011,2009,INFINITI G37 JOURNEY,19,23,20,12,31,6,4,14,9,9,22,6,0,7,0,1,1,INFINITI,G37
1N4AL3AP8DC904942,2013,NISSAN ALTIMA 25 S,1,23,4,10,21,3,10,25,8,13,12,9,0,4,9,4,2,NISSAN,ALTIMA
1FM5K8D84EGA64308,2014,FORD EXPLORER XLT,1,15,22,5,20,8,13,8,4,14,16,10,6,4,3,0,8,FORD,EXPLORER
3FA6P0H75GR358167,2016,FORD FUSION SE,3,15,10,6,25,0,17,7,5,16,27,3,5,8,1,6,7,FORD,FUSION
3C4NJDBB1KT648543,2019,JEEP COMPASS LATITUDE,3,12,4,23,19,13,11,11,1,20,29,6,4,8,5,4,3,JEEP,COMPASS
WVWFW7AH7CV002275,2012,VOLKSWAGEN EOS LUX,32,31,32,15,32,7,10,17,7,12,31,0,0,2,2,7,5,VOLKSWAGEN,EOS
JN8AT2MT3KW501514,2019,NISSAN ROGUE SV,19,23,8,10,29,2,22,29,3,20,32,5,0,1,5,1,4,NISSAN,ROGUE
4S4BSAFC7K3246518,2019,SUBARU OUTBACK 25I PREMIUM,4,28,4,11,28,10,15,12,7,20,3,2,4,6,5,1,8,SUBARU,OUTBACK
2GKFLYE37D6322140,2013,GMC TERRAIN DENALI,2,16,20,15,21,34,14,3,7,13,6,3,2,2,1,4,0,GMC,TERRAIN
2T1BURHEXKC190156,2019,TOYOTA COROLLA LE,2,29,1,11,30,27,17,14,33,20,12,1,9,0,1,5,6,TOYOTA,COROLLA
5FNRL5H68BB015290,2011,HONDA ODYSSEY EXL,5,15,23,27,21,5,17,6,8,11,11,0,1,5,2,9,0,HONDA,ODYSSEY
3VWD67AJXGM298240,2016,VOLKSWAGEN JETTA 18T SE,3,31,32,13,6,7,10,19,33,16,22,2,9,8,2,4,0,VOLKSWAGEN,JETTA
4T1B11HK4JU663451,2018,TOYOTA CAMRY SE,4,29,1,11,1,1,17,20,4,19,30,6,6,3,4,5,1,TOYOTA,CAMRY
1FMCU9GDXKUA77013,2019,FORD ESCAPE SE,1,15,22,12,30,9,16,13,33,20,30,10,7,7,0,1,3,FORD,ESCAPE
4T4BF1FK6FR476438,2015,TOYOTA CAMRY LE,4,29,4,11,15,1,15,20,6,15,27,4,7,6,4,3,8,TOYOTA,CAMRY
JTKJF5C75FJ013380,2015,SCION TC,19,29,20,19,15,5,12,7,5,15,19,0,1,3,3,8,0,SCION,TC
3TMDZ5BN8KM058919,2019,TOYOTA TACOMA SR5,3,29,22,13,35,5,11,23,8,20,22,0,5,8,9,1,9,TOYOTA,TACOMA
KM8K53A54KU206144,2019,HYUNDAI KONA ULTIMATE,20,22,8,20,5,3,10,5,4,20,30,2,0,6,1,4,4,HYUNDAI,KONA
3MYDLBYV6KY505541,2019,TOYOTA YARIS SEDAN XLE,3,22,34,13,21,11,34,31,6,20,34,5,0,5,5,4,1,TOYOTA,YARIS
4JGDF7DE0EA333231,2014,MERCEDESBENZ GL550,4,19,16,13,15,7,13,14,0,14,10,3,3,3,2,3,1,MERCEDESBENZ,GL550
3N1CN7AP6KL820448,2019,NISSAN VERSA 16 S,3,23,1,12,23,7,10,25,6,20,21,8,2,0,4,4,8,NISSAN,VERSA
1VWAA7A36JC038381,2018,VOLKSWAGEN PASSAT 20T RLINE,1,31,32,10,10,7,10,3,6,19,12,0,3,8,3,8,1,VOLKSWAGEN,PASSAT
WDDPK3JA7KF158732,2019,MERCEDESBENZ SLC 300 BASE,32,13,13,25,20,3,19,10,7,20,15,1,5,8,7,3,2,MERCEDESBENZ,SLC
5TFBY5F16KX792597,2019,TOYOTA TUNDRA LIMITED,5,29,15,11,34,5,15,1,6,20,33,7,9,2,5,9,7,TOYOTA,TUNDRA
1FAHP2D98FG160040,2015,FORD TAURUS SE,1,15,10,17,25,2,13,9,8,15,16,1,6,0,0,4,0,FORD,TAURUS
5UXWZ7C34H0V91653,2017,BMW X3 SDRIVE28I,5,30,33,32,35,7,12,3,4,17,0,31,9,1,6,5,3,BMW,X3
2C4RC1BG0CR187698,2012,CHRYSLER TOWN  COUNTRY TOURING,2,12,4,27,12,1,11,16,0,12,27,1,8,7,6,9,8,CHRYSLER,TOWN
3VW2B7AJ9HM377595,2017,VOLKSWAGEN JETTA 14T S,3,31,32,2,11,7,10,19,9,17,22,3,7,7,5,9,5,VOLKSWAGEN,JETTA
1C6SRFKTXKN657328,2019,RAM 1500 LONGHORN,1,12,6,28,27,15,20,29,33,20,23,6,5,7,3,2,8,RAM,1500
5TDZZRFH9KS291435,2019,TOYOTA HIGHLANDER LE PLUS,5,29,13,35,35,27,15,17,9,20,28,2,9,1,4,3,5,TOYOTA,HIGHLANDER
1FMCU9J92KUA77026,2019,FORD ESCAPE TITANIUM,1,15,22,12,30,9,19,9,2,20,30,10,7,7,0,2,6,FORD,ESCAPE
WDDZF4JB8KA548523,2019,MERCEDESBENZ E 300,32,13,13,35,15,4,19,11,8,20,10,5,4,8,5,2,3,MERCEDESBENZ,E
2HGFC3B32GH355673,2016,HONDA CIVIC EXT,2,17,16,15,12,3,11,3,2,16,17,3,5,5,6,7,3,HONDA,CIVIC
2LMPJ6K94KBL25231,2019,LINCOLN NAUTILUS SELECT,2,21,22,25,19,6,20,9,4,20,11,21,2,5,2,3,1,LINCOLN,NAUTILUS
4S4BSAAC3G3231979,2016,SUBARU OUTBACK 25I,4,28,4,11,28,10,10,12,3,16,3,2,3,1,9,7,9,SUBARU,OUTBACK
1FMCU9J92KUA13651,2019,FORD ESCAPE TITANIUM,1,15,22,12,30,9,19,9,2,20,30,10,1,3,6,5,1,FORD,ESCAPE
1ZVBP8CF9B5162733,2011,FORD MUSTANG GT,1,35,31,11,25,8,12,15,9,11,5,1,6,2,7,3,3,FORD,MUSTANG
1N6AD0EV2JN749624,2018,NISSAN FRONTIER SV,1,23,6,10,13,0,14,31,2,19,23,7,4,9,6,2,4,NISSAN,FRONTIER
JTHCF1D25F5028206,2015,LEXUS IS 250,19,29,17,12,15,1,13,2,5,15,5,0,2,8,2,0,6,LEXUS,IS
1FT7W2BT4GEA71182,2016,FORD F250 LARIAT,1,15,29,7,32,2,11,29,4,16,14,10,7,1,1,8,2,FORD,F250
2GNALBEK9E6188086,2014,CHEVROLET EQUINOX 1LT,2,16,23,10,21,11,14,20,9,14,6,1,8,8,0,8,6,CHEVROLET,EQUINOX
1HGCV1F39JA263719,2018,HONDA ACCORD SPORT,1,17,16,12,31,1,15,3,9,19,10,2,6,3,7,1,9,HONDA,ACCORD
3MZBN1W37JM260389,2018,MAZDA MAZDA3 GRAND TOURING,3,22,35,11,23,1,32,3,7,19,22,2,6,0,3,8,9,MAZDA,MAZDA3
SALWV2SV5KA826655,2019,LANDROVER RANGE ROVER SPORT HSE DYNAMIC,28,10,21,32,31,2,28,31,5,20,10,8,2,6,6,5,5,LANDROVER,RANGE
4JGED6EB5GA041974,2016,MERCEDESBENZ GLE 450 AMG 4MATIC,4,19,16,14,13,6,14,11,5,16,10,0,4,1,9,7,4,MERCEDESBENZ,GLE
3GKALSEX6KL177790,2019,GMC TERRAIN DENALI,3,16,20,10,21,28,14,33,6,20,21,1,7,7,7,9,0,GMC,TERRAIN
1GYS4MKJ1FR690771,2015,CADILLAC ESCALADE LUXURY,1,16,34,28,4,22,20,19,1,15,27,6,9,0,7,7,1,CADILLAC,ESCALADE
5YFBURHE5HP655046,2017,TOYOTA COROLLA LE,5,34,15,11,30,27,17,14,5,17,25,6,5,5,0,4,6,TOYOTA,COROLLA
3N1AB7AP8KY241447,2019,NISSAN SENTRA SV,3,23,1,10,11,7,10,25,8,20,34,2,4,1,4,4,7,NISSAN,SENTRA
4T1B11HK9JU561644,2018,TOYOTA CAMRY LE,4,29,1,11,1,1,17,20,9,19,30,5,6,1,6,4,4,TOYOTA,CAMRY
ZACCJABTXFPB93851,2015,JEEP RENEGADE LATITUDE,35,10,12,12,19,10,11,29,33,15,25,11,9,3,8,5,1,JEEP,RENEGADE
WBAJA7C50KWW06607,2019,BMW 530 I XDRIVE,32,11,10,19,10,7,12,5,0,20,32,32,0,6,6,0,7,BMW,530
2HGFB2F80EH538442,2014,HONDA CIVIC EX,2,17,16,15,11,2,15,8,0,14,17,5,3,8,4,4,2,HONDA,CIVIC
5FNYF5H54KB014034,2019,HONDA PILOT EXL,5,15,23,34,15,5,17,5,4,20,11,0,1,4,0,3,4,HONDA,PILOT
3FA6P0H7XGR367740,2016,FORD FUSION SE,3,15,10,6,25,0,17,7,33,16,27,3,6,7,7,4,0,FORD,FUSION
JF2SKAPC3KH418308,2019,SUBARU FORESTER SPORT,19,15,2,28,20,10,25,12,3,20,17,4,1,8,3,0,8,SUBARU,FORESTER
1FMCU9GDXKUA10086,2019,FORD ESCAPE SE,1,15,22,12,30,9,16,13,33,20,30,10,1,0,0,8,6,FORD,ESCAPE
2FMPK3G98JBB49699,2018,FORD EDGE SE,2,15,22,25,20,3,16,9,8,19,11,11,4,9,6,9,9,FORD,EDGE
2C3CCAKG5HH639202,2017,CHRYSLER 300C BASE,2,12,3,12,12,10,20,16,5,17,17,6,3,9,2,0,2,CHRYSLER,300C
1FMCU9J97KUA77023,2019,FORD ESCAPE TITANIUM,1,15,22,12,30,9,19,9,7,20,30,10,7,7,0,2,3,FORD,ESCAPE
1FM5K8D88GGB08801,2016,FORD EXPLORER XLT,1,15,22,5,20,8,13,8,8,16,16,11,0,8,8,0,1,FORD,EXPLORER
1HGCR6F72EA007335,2014,HONDA ACCORD HYBRID TOURING,1,17,16,12,27,6,15,7,2,14,10,0,0,7,3,3,5,HONDA,ACCORD
WDDUG8DB6KA438743,2019,MERCEDESBENZ S 560,32,13,13,30,16,8,13,11,6,20,10,4,3,8,7,4,3,MERCEDESBENZ,S
3MZBN1M38HM147452,2017,MAZDA MAZDA3 GRAND TOURING,3,22,35,11,23,1,22,3,8,17,22,1,4,7,4,5,2,MAZDA,MAZDA3
3FA6P0H73FR164946,2015,FORD FUSION SE,3,15,10,6,25,0,17,7,3,15,27,1,6,4,9,4,6,FORD,FUSION
1FMCU9GD7KUA76997,2019,FORD ESCAPE SE,1,15,22,12,30,9,16,13,7,20,30,10,7,6,9,9,7,FORD,ESCAPE
1FMCU0GX9FUA22810,2015,FORD ESCAPE SE,1,15,22,12,30,0,16,33,9,15,30,10,2,2,8,1,0,FORD,ESCAPE
1C3CCCAB3GN124691,2016,CHRYSLER 200 LIMITED,1,12,3,12,12,12,10,11,3,16,23,1,2,4,6,9,1,CHRYSLER,200
1C6RR7FG7KS544455,2019,RAM 1500 CLASSIC TRADESMAN,1,12,6,27,27,7,15,16,7,20,28,5,4,4,4,5,5,RAM,1500
1FMCU0HD1KUA32018,2019,FORD ESCAPE SEL,1,15,22,12,30,0,17,13,1,20,30,10,3,2,0,1,8,FORD,ESCAPE
3D4GG57VX9T164495,2009,DODGE JOURNEY SXT,3,13,4,16,16,5,7,31,33,9,29,1,6,4,4,9,5,DODGE,JOURNEY
5XXGR4A64DG172342,2013,KIA OPTIMA SX,5,33,33,16,27,4,10,6,4,13,16,1,7,2,3,4,2,KIA,OPTIMA
4T1BF1FKXGU250060,2016,TOYOTA CAMRY SE,4,29,1,11,15,1,15,20,33,16,30,2,5,0,0,6,0,TOYOTA,CAMRY
KNMAT2MV4HP565917,2017,NISSAN ROGUE S,20,23,22,10,29,2,22,31,4,17,25,5,6,5,9,1,7,NISSAN,ROGUE
1GCVKREC7GZ391306,2016,CHEVROLET SILVERADO 1500 LT,1,16,12,31,20,27,14,12,7,16,35,3,9,1,3,0,6,CHEVROLET,SILVERADO
3GCUKREC6FG395776,2015,CHEVROLET SILVERADO 1500 LT,3,16,12,30,20,27,14,12,6,15,16,3,9,5,7,7,6,CHEVROLET,SILVERADO
JN8AS5MV7BW664687,2011,NISSAN ROGUE SV,19,23,8,10,28,5,22,31,7,11,32,6,6,4,6,8,7,NISSAN,ROGUE
1C4NJPBA9FD170862,2015,JEEP PATRIOT ALTITUDE,1,12,4,23,19,25,11,10,9,15,13,1,7,0,8,6,2,JEEP,PATRIOT
JM1GJ1U59G1432839,2016,MAZDA MAZDA6 I SPORT,19,22,1,16,19,1,30,5,9,16,1,4,3,2,8,3,9,MAZDA,MAZDA6
KNAFU5A29B5436490,2011,KIA FORTE EX,20,23,10,15,30,5,10,2,9,11,5,4,3,6,4,9,0,KIA,FORTE
3GNCJKSB8KL222416,2019,CHEVROLET TRAX LS,3,16,23,12,19,20,28,11,8,20,21,2,2,2,4,1,6,CHEVROLET,TRAX
1FM5K8D8XKGA21684,2019,FORD EXPLORER XLT,1,15,22,5,20,8,13,8,33,20,16,10,2,1,6,8,4,FORD,EXPLORER
3FA6P0LUXHR230375,2017,FORD FUSION HYBRID SE,3,15,10,6,25,0,21,30,33,17,27,2,3,0,3,7,5,FORD,FUSION
5N1AR2MM8FC701648,2015,NISSAN PATHFINDER SL,5,23,1,10,27,2,22,22,8,15,12,7,0,1,6,4,8,NISSAN,PATHFINDER
1FADP3F24EL402560,2014,FORD FOCUS SE,1,15,10,13,25,3,15,2,4,14,21,4,0,2,5,6,0,FORD,FOCUS
1N4BL4DV9KC130993,2019,NISSAN ALTIMA 25 SV,1,23,4,11,21,4,13,31,9,20,12,1,3,0,9,9,3,NISSAN,ALTIMA
2C3CDXBG3JH232050,2018,DODGE CHARGER SXT,2,12,3,12,13,33,11,16,3,19,17,2,3,2,0,5,0,DODGE,CHARGER
55SWF4KB7FU026859,2015,MERCEDESBENZ C 300,5,5,28,32,15,4,20,11,7,15,30,0,2,6,8,5,9,MERCEDESBENZ,C
5XXGM4A79FG458374,2015,KIA OPTIMA LX,5,33,33,16,22,4,10,7,9,15,16,4,5,8,3,7,4,KIA,OPTIMA
1GCGTDENXJ1243232,2018,CHEVROLET COLORADO Z71,1,16,12,16,29,13,14,23,33,19,1,2,4,3,2,3,2,CHEVROLET,COLORADO
1GYFZCR49KF109171,2019,CADILLAC XT4 PREMIUM LUXURY,1,16,34,15,35,12,27,4,9,20,15,1,0,9,1,7,1,CADILLAC,XT4
5UXWX9C36H0T23267,2017,BMW X3 XDRIVE28I,5,30,33,32,33,9,12,3,6,17,0,29,2,3,2,6,7,BMW,X3
1VWBV7A33FC020890,2015,VOLKSWAGEN PASSAT 20L TDI DSG SE WSUNROOF,1,31,32,11,31,7,10,3,3,15,12,0,2,0,8,9,0,VOLKSWAGEN,PASSAT
1FTEW1E56JKC87557,2018,FORD F150 XLT,1,15,29,14,32,1,14,5,6,19,20,12,8,7,5,5,7,FORD,F150
JN1BJ0RR1GM263918,2016,INFINITI QX50 BASE,19,23,1,11,19,0,27,27,1,16,22,2,6,3,9,1,8,INFINITI,QX50
1GYFZER43KF107038,2019,CADILLAC XT4 SPORT,1,16,34,15,35,14,27,4,3,20,15,1,0,7,0,3,8,CADILLAC,XT4
WBA7E2C55GG503895,2016,BMW 740 I,32,11,10,7,14,2,12,5,5,16,16,5,0,3,8,9,5,BMW,740
WDDZF4JB9KA547221,2019,MERCEDESBENZ E 300,32,13,13,35,15,4,19,11,9,20,10,5,4,7,2,2,1,MERCEDESBENZ,E
WBAVL1C58DVR87611,2013,BMW X1 XDRIVE 28I,32,11,10,31,21,1,12,5,8,13,31,27,8,7,6,1,1,BMW,X1
JF2GTANC6KH247012,2019,SUBARU CROSSTREK 20I LIMITED,19,15,2,16,29,10,23,12,6,20,17,2,4,7,0,1,2,SUBARU,CROSSTREK
1FTBF2A66KED29068,2019,FORD F250 STX,1,15,29,11,15,2,10,6,6,20,14,13,2,9,0,6,8,FORD,F250
JA32U2FU5GU009670,2016,MITSUBISHI LANCER ES,19,10,3,2,30,2,15,30,5,16,30,0,0,9,6,7,0,MITSUBISHI,LANCER
3GKALMEV6KL169733,2019,GMC TERRAIN SLE,3,16,20,10,21,22,14,31,6,20,21,1,6,9,7,3,3,GMC,TERRAIN
3N1CN7AP4JL830104,2018,NISSAN VERSA 16 SV,3,23,1,12,23,7,10,25,4,19,21,8,3,0,1,0,4,NISSAN,VERSA
1FTEW1CFXGFA87844,2016,FORD F150 XLT,1,15,29,14,32,1,12,15,33,16,15,10,8,7,8,4,4,FORD,F150
1FTEW1CBXJFA07527,2018,FORD F150 XLT,1,15,29,14,32,1,12,11,33,19,15,10,0,7,5,2,7,FORD,F150
1FTFX1E40KFA06565,2019,FORD F150 LARIAT,1,15,29,15,33,1,14,4,0,20,15,10,0,6,5,6,5,FORD,F150
1GYS4BKJ0GR168039,2016,CADILLAC ESCALADE LUXURY,1,16,34,28,4,11,20,19,0,16,27,1,6,8,0,3,9,CADILLAC,ESCALADE
5XXGU4L18KG309747,2019,KIA OPTIMA EX,5,33,33,16,30,4,21,1,8,20,16,3,0,9,7,4,7,KIA,OPTIMA
1FM5K7D85GGA55324,2016,FORD EXPLORER XLT,1,15,22,5,20,7,13,8,5,16,16,10,5,5,3,2,4,FORD,EXPLORER
1GYKNFRS7KZ163576,2019,CADILLAC XT5 PREMIUM LUXURY,1,16,34,20,23,15,27,28,7,20,35,1,6,3,5,7,6,CADILLAC,XT5
2FMPK3G98JBC49723,2018,FORD EDGE SE,2,15,22,25,20,3,16,9,8,19,11,12,4,9,7,2,3,FORD,EDGE
5NMS53AA6KH054361,2019,HYUNDAI SANTA FE LIMITED 20T,5,23,22,28,5,3,10,10,6,20,17,0,5,4,3,6,1,HYUNDAI,SANTA
3GNCJPSB0HL171418,2017,CHEVROLET TRAX LT,3,16,23,12,19,25,28,11,0,17,21,1,7,1,4,1,8,CHEVROLET,TRAX
5YFBURHE5HP569722,2017,TOYOTA COROLLA LE,5,34,15,11,30,27,17,14,5,17,25,5,6,9,7,2,2,TOYOTA,COROLLA
3GYFNDE3XDS565502,2013,CADILLAC SRX PERFORMANCE COLLECTION,3,16,34,15,23,13,14,3,33,13,28,5,6,5,5,0,2,CADILLAC,SRX
JN1BV7AR9FM398636,2015,INFINITI Q50 BASE,19,23,1,11,31,7,10,27,9,15,22,3,9,8,6,3,6,INFINITI,Q50
JTNKHMBX0K1027467,2019,TOYOTA CHR LE,19,29,23,20,17,22,11,33,0,20,1,0,2,7,4,6,7,TOYOTA,CHR
1GKS2BKC9KR173069,2019,GMC YUKON SLT,1,16,20,28,2,11,20,12,9,20,27,1,7,3,0,6,9,GMC,YUKON
1C4PJLAB2FW546981,2015,JEEP CHEROKEE SPORT,1,12,4,25,19,21,10,11,2,15,32,5,4,6,9,8,1,JEEP,CHEROKEE
1FTEW1E49KFA06563,2019,FORD F150 PLATINUM,1,15,29,14,32,1,14,4,9,20,15,10,0,6,5,6,3,FORD,F150
2GKALMEK4C6112684,2012,GMC TERRAIN SLE1,2,16,20,10,21,22,14,20,4,12,6,1,1,2,6,8,4,GMC,TERRAIN
3GCUKRER9JG432798,2018,CHEVROLET SILVERADO 1500 1LT,3,16,12,30,20,27,14,27,9,19,16,4,3,2,7,9,8,CHEVROLET,SILVERADO
WBA3V7C57G5A26672,2016,BMW 428 I SULEV,32,11,10,3,31,7,12,5,7,16,5,10,2,6,6,7,2,BMW,428
4T1B11HK3KU703939,2019,TOYOTA CAMRY SE,4,29,1,11,1,1,17,20,3,20,30,7,0,3,9,3,9,TOYOTA,CAMRY
WDDUG8DB2KA439744,2019,MERCEDESBENZ S 560,32,13,13,30,16,8,13,11,2,20,10,4,3,9,7,4,4,MERCEDESBENZ,S
5XXGR4A74EG297447,2014,KIA OPTIMA SX,5,33,33,16,27,4,10,7,4,14,16,2,9,7,4,4,7,KIA,OPTIMA
1FADP3N21HL267723,2017,FORD FOCUS TITANIUM,1,15,10,13,25,3,23,2,1,17,21,2,6,7,7,2,3,FORD,FOCUS
1C4HJXEG7JW324480,2018,JEEP WRANGLER UNLIMITED MOAB,1,12,4,17,19,33,14,16,7,19,32,3,2,4,4,8,0,JEEP,WRANGLER
